State,Date,Year,Month Name,Petrol Price
Katsina,01/02/2023,2023,February,280.375
Katsina,01/03/2023,2023,March,306.25
Katsina,01/04/2023,2023,April,295.44
Katsina,01/05/2023,2023,May,254.2857143
Katsina,01/06/2023,2023,June,546.6666667
Katsina,01/07/2023,2023,July,604.5454545
Katsina,01/08/2023,2023,August,619.1
Katsina,01/09/2023,2023,September,626.75
Katsina,01/10/2023,2023,October,639.8181818
Katsina,01/11/2023,2023,November,667.1428571
Katsina,01/12/2023,2023,December,665
Katsina,01/01/2024,2024,January,680.4
Katsina,01/02/2024,2024,February,680
Katsina,01/03/2024,2024,March,694.1666667
Katsina,01/04/2024,2024,April,697.7272727
Kwara,01/01/2016,2016,January,112.6
Kwara,01/02/2016,2016,February,98.8
Kwara,01/03/2016,2016,March,134.3
Kwara,01/04/2016,2016,April,189.6
Kwara,01/05/2016,2016,May,156.7
Kwara,01/06/2016,2016,June,151.9
Kwara,01/07/2016,2016,July,148.8
Kwara,01/08/2016,2016,August,145
Kwara,01/09/2016,2016,September,146.5
Kwara,01/10/2016,2016,October,145
Kwara,01/11/2016,2016,November,149.1
Kwara,01/12/2016,2016,December,151.6
Kwara,01/01/2017,2017,January,145.2
Kwara,01/02/2017,2017,February,145.7142857
Kwara,01/03/2017,2017,March,145
Kwara,01/04/2017,2017,April,148.75
Kwara,01/05/2017,2017,May,153
Kwara,01/06/2017,2017,June,145.4545455
Kwara,01/07/2017,2017,July,145.8571429
Kwara,01/08/2017,2017,August,145
Kwara,01/09/2017,2017,September,144.1
Kwara,01/10/2017,2017,October,145.75
Kwara,01/11/2017,2017,November,145
Kwara,01/12/2017,2017,December,170
Kwara,01/01/2018,2018,January,206.1764706
Kwara,01/02/2018,2018,February,156.25
Kwara,01/03/2018,2018,March,160
Kwara,01/04/2018,2018,April,145
Kwara,01/05/2018,2018,May,145.73
Kwara,01/06/2018,2018,June,145.8333333
Kwara,01/07/2018,2018,July,147.2222222
Kwara,01/08/2018,2018,August,152.8571429
Kwara,01/09/2018,2018,September,145.7142857
Kwara,01/10/2018,2018,October,150.8888889
Kwara,01/11/2018,2018,November,145.3333333
Kwara,01/12/2018,2018,December,146.1111111
Kwara,01/01/2019,2019,January,145.6190476
Kwara,01/02/2019,2019,February,145.3809524
Kwara,01/03/2019,2019,March,144.78
Kwara,01/04/2019,2019,April,146.8571429
Kwara,01/05/2019,2019,May,146.1428571
Kwara,01/06/2019,2019,June,146
Kwara,01/07/2019,2019,July,146.6666667
Kwara,01/08/2019,2019,August,146.66
Kwara,01/09/2019,2019,September,146.6666667
Kwara,01/10/2019,2019,October,146.1428571
Kwara,01/11/2019,2019,November,146
Kwara,01/12/2019,2019,December,145.25
Kwara,01/01/2020,2020,January,145.67
Kwara,01/02/2020,2020,February,144.825
Kwara,01/03/2020,2020,March,145.25
Kwara,01/04/2020,2020,April,125
Kwara,01/05/2020,2020,May,124.875
Kwara,01/06/2020,2020,June,123.8571429
Kwara,01/07/2020,2020,July,140.5
Kwara,01/08/2020,2020,August,149.5
Kwara,01/09/2020,2020,September,164.8
Kwara,01/10/2020,2020,October,162.5
Kwara,01/11/2020,2020,November,172.3333333
Kwara,01/12/2020,2020,December,172.4285714
Kwara,01/01/2021,2021,January,164
Kwara,01/02/2021,2021,February,166.1428571
Kwara,01/03/2021,2021,March,173.7142857
Kwara,01/04/2021,2021,April,168.75
Kwara,01/05/2021,2021,May,166.4444444
Kwara,01/06/2021,2021,June,168.125
Kwara,01/07/2021,2021,July,170.5555556
Kwara,01/08/2021,2021,August,164.4
Kwara,01/09/2021,2021,September,160.8333333
Kwara,01/10/2021,2021,October,160
Kwara,01/11/2021,2021,November,166.4285714
Kwara,01/12/2021,2021,December,165
Kwara,01/01/2022,2022,January,164.53
Kwara,01/02/2022,2022,February,165.7222222
Kwara,01/03/2022,2022,March,165.95
Kwara,01/04/2022,2022,April,171.56
Kwara,01/05/2022,2022,May,169.2857143
Kwara,01/06/2022,2022,June,166.25
Kwara,01/07/2022,2022,July,185
Kwara,01/08/2022,2022,August,189
Kwara,01/09/2022,2022,September,188.85
Kwara,01/10/2022,2022,October,189
Kwara,01/11/2022,2022,November,217.1428571
Kwara,01/12/2022,2022,December,216.3636364
Kwara,01/01/2023,2023,January,229.375
Kwara,01/02/2023,2023,February,265.4166667
Kwara,01/03/2023,2023,March,215
Kwara,01/04/2023,2023,April,212
Kwara,01/05/2023,2023,May,212.5
Kwara,01/06/2023,2023,June,540
Kwara,01/07/2023,2023,July,535.4444444
Kwara,01/08/2023,2023,August,618
Kwara,01/09/2023,2023,September,618.55
Kwara,01/10/2023,2023,October,624.2857143
Kwara,01/11/2023,2023,November,642.5
Kwara,01/12/2023,2023,December,650.625
Kwara,01/01/2024,2024,January,614.9008598
Kwara,01/02/2024,2024,February,650
Kwara,01/03/2024,2024,March,665.6818182
Kwara,01/04/2024,2024,April,650
Lagos,01/01/2016,2016,January,91.1
Lagos,01/02/2016,2016,February,87
Lagos,01/03/2016,2016,March,90.1
Lagos,01/04/2016,2016,April,92.6
Lagos,01/05/2016,2016,May,144.8
Lagos,01/06/2016,2016,June,145
Lagos,01/07/2016,2016,July,145
Lagos,01/08/2016,2016,August,145
Lagos,01/09/2016,2016,September,144.3
Lagos,01/10/2016,2016,October,144.9
Lagos,01/11/2016,2016,November,144.3
Lagos,01/12/2016,2016,December,144.3
Lagos,01/01/2017,2017,January,152.1
Lagos,01/02/2017,2017,February,144.8823529
Lagos,01/03/2017,2017,March,147.5
Lagos,01/04/2017,2017,April,147.9411765
Lagos,01/05/2017,2017,May,145
Lagos,01/06/2017,2017,June,145.65
Lagos,01/07/2017,2017,July,145.34
Lagos,01/08/2017,2017,August,143.3333333
Lagos,01/09/2017,2017,September,143.1842105
Lagos,01/10/2017,2017,October,144.3333333
Lagos,01/11/2017,2017,November,144.33
Lagos,01/12/2017,2017,December,149.8666667
Lagos,01/01/2018,2018,January,161.4285714
Lagos,01/02/2018,2018,February,145
Lagos,01/03/2018,2018,March,155.25
Lagos,01/04/2018,2018,April,148.1
Lagos,01/05/2018,2018,May,145.81
Lagos,01/06/2018,2018,June,144.9090909
Lagos,01/07/2018,2018,July,145.8148148
Lagos,01/08/2018,2018,August,145
Lagos,01/09/2018,2018,September,147.375
Lagos,01/10/2018,2018,October,145
Lagos,01/11/2018,2018,November,145.0526316
Lagos,01/12/2018,2018,December,145
Lagos,01/01/2019,2019,January,144.8666667
Lagos,01/02/2019,2019,February,144.875
Lagos,01/03/2019,2019,March,145
Lagos,01/04/2019,2019,April,145
Lagos,01/05/2019,2019,May,144.9047619
Lagos,01/06/2019,2019,June,145.25
Lagos,01/07/2019,2019,July,144.6111111
Lagos,01/08/2019,2019,August,145
Lagos,01/09/2019,2019,September,145.0526316
Lagos,01/10/2019,2019,October,145
Lagos,01/11/2019,2019,November,145.7777778
Lagos,01/12/2019,2019,December,145
Lagos,01/01/2020,2020,January,145.23
Lagos,01/02/2020,2020,February,144.7272727
Lagos,01/03/2020,2020,March,144.8666667
Lagos,01/04/2020,2020,April,125.8666667
Lagos,01/05/2020,2020,May,125.2857143
Lagos,01/06/2020,2020,June,127.0526316
Lagos,01/07/2020,2020,July,143
Lagos,01/08/2020,2020,August,148.9644444
Lagos,01/09/2020,2020,September,159.452381
Lagos,01/10/2020,2020,October,159.8823529
Lagos,01/11/2020,2020,November,165.4210526
Lagos,01/12/2020,2020,December,163.2472222
Lagos,01/01/2021,2021,January,160.7452941
Lagos,01/02/2021,2021,February,164
Lagos,01/03/2021,2021,March,200.8695652
Lagos,01/04/2021,2021,April,165.55
Lagos,01/05/2021,2021,May,186.2647059
Lagos,01/06/2021,2021,June,165.35
Lagos,01/07/2021,2021,July,164.075
Lagos,01/08/2021,2021,August,168.3125
Lagos,01/09/2021,2021,September,162.6805556
Lagos,01/10/2021,2021,October,162.6666667
Lagos,01/11/2021,2021,November,170.8421053
Lagos,01/12/2021,2021,December,163.7222222
Lagos,01/01/2022,2022,January,163.2631579
Lagos,01/02/2022,2022,February,168.15625
Lagos,01/03/2022,2022,March,172.59375
Lagos,01/04/2022,2022,April,165.25
Lagos,01/05/2022,2022,May,168.2352941
Lagos,01/06/2022,2022,June,171.75
Lagos,01/07/2022,2022,July,202.7777778
Lagos,01/08/2022,2022,August,190
Lagos,01/09/2022,2022,September,197.14
Lagos,01/10/2022,2022,October,200.5
Lagos,01/11/2022,2022,November,205.0114286
Lagos,01/12/2022,2022,December,206.1111111
Lagos,01/01/2023,2023,January,245.4285714
Lagos,01/02/2023,2023,February,305.625
Lagos,01/03/2023,2023,March,212.75
Lagos,01/04/2023,2023,April,207.7142857
Lagos,01/05/2023,2023,May,213.8888889
Lagos,01/06/2023,2023,June,538.1333333
Lagos,01/07/2023,2023,July,615.1
Lagos,01/08/2023,2023,August,620.6875
Lagos,01/09/2023,2023,September,624.8888889
Lagos,01/10/2023,2023,October,590.95
Lagos,01/11/2023,2023,November,623.1176471
Lagos,01/12/2023,2023,December,612.7222222
Lagos,01/01/2024,2024,January,663.0495356
Lagos,01/02/2024,2024,February,654.2307692
Lagos,01/03/2024,2024,March,630.75
Lagos,01/04/2024,2024,April,602.55
Nassarawa,01/01/2016,2016,January,120.5
Nassarawa,01/02/2016,2016,February,99.1
Nassarawa,01/03/2016,2016,March,166.7
Nassarawa,01/04/2016,2016,April,172
Nassarawa,01/05/2016,2016,May,160.6
Nassarawa,01/06/2016,2016,June,151.7
Nassarawa,01/07/2016,2016,July,155.4
Nassarawa,01/08/2016,2016,August,154.4
Nassarawa,01/09/2016,2016,September,147
Nassarawa,01/10/2016,2016,October,148.5
Nassarawa,01/11/2016,2016,November,148.6
Nassarawa,01/12/2016,2016,December,150
Nassarawa,01/01/2017,2017,January,145.1
Nassarawa,01/02/2017,2017,February,147
Nassarawa,01/03/2017,2017,March,145.9272727
Nassarawa,01/04/2017,2017,April,149.6666667
Nassarawa,01/05/2017,2017,May,148.0714286
Nassarawa,01/06/2017,2017,June,146.0714286
Nassarawa,01/07/2017,2017,July,149.375
Nassarawa,01/08/2017,2017,August,143
Nassarawa,01/09/2017,2017,September,145
Nassarawa,01/10/2017,2017,October,145.6666667
Nassarawa,01/11/2017,2017,November,144
Nassarawa,01/12/2017,2017,December,180
Nassarawa,01/01/2018,2018,January,168.125
Nassarawa,01/02/2018,2018,February,150.1666667
Nassarawa,01/03/2018,2018,March,165.53
Nassarawa,01/04/2018,2018,April,145.92
Nassarawa,01/05/2018,2018,May,145.25
Nassarawa,01/06/2018,2018,June,145.1428571
Nassarawa,01/07/2018,2018,July,145.7142857
Nassarawa,01/08/2018,2018,August,146.2307692
Nassarawa,01/09/2018,2018,September,147.1428571
Nassarawa,01/10/2018,2018,October,145.7857143
Nassarawa,01/11/2018,2018,November,147.8666667
Nassarawa,01/12/2018,2018,December,145.3571429
Nassarawa,01/01/2019,2019,January,145
Nassarawa,01/02/2019,2019,February,145.2631579
Nassarawa,01/03/2019,2019,March,146.33
Nassarawa,01/04/2019,2019,April,146.8333333
Nassarawa,01/05/2019,2019,May,145.4615385
Nassarawa,01/06/2019,2019,June,145.0909091
Nassarawa,01/07/2019,2019,July,145.25
Nassarawa,01/08/2019,2019,August,145.25
Nassarawa,01/09/2019,2019,September,145.25
Nassarawa,01/10/2019,2019,October,145.5
Nassarawa,01/11/2019,2019,November,145.4615385
Nassarawa,01/12/2019,2019,December,145.0769231
Nassarawa,01/01/2020,2020,January,145.67
Nassarawa,01/02/2020,2020,February,145.0909091
Nassarawa,01/03/2020,2020,March,145.2307692
Nassarawa,01/04/2020,2020,April,127
Nassarawa,01/05/2020,2020,May,126.2666667
Nassarawa,01/06/2020,2020,June,126.1666667
Nassarawa,01/07/2020,2020,July,143.4285714
Nassarawa,01/08/2020,2020,August,150.6
Nassarawa,01/09/2020,2020,September,158.9230769
Nassarawa,01/10/2020,2020,October,160.2142857
Nassarawa,01/11/2020,2020,November,165.4285714
Nassarawa,01/12/2020,2020,December,166.25
Nassarawa,01/01/2021,2021,January,164.25
Nassarawa,01/02/2021,2021,February,163.0769231
Nassarawa,01/03/2021,2021,March,170.4166667
Nassarawa,01/04/2021,2021,April,164.8461538
Nassarawa,01/05/2021,2021,May,162.5
Nassarawa,01/06/2021,2021,June,170.3333333
Nassarawa,01/07/2021,2021,July,164
Nassarawa,01/08/2021,2021,August,165
Nassarawa,01/09/2021,2021,September,163.8235294
Nassarawa,01/10/2021,2021,October,170.4545455
Nassarawa,01/11/2021,2021,November,165.8
Nassarawa,01/12/2021,2021,December,167.3636364
Nassarawa,01/01/2022,2022,January,166.08
Nassarawa,01/02/2022,2022,February,165.25
Nassarawa,01/03/2022,2022,March,165.45
Nassarawa,01/04/2022,2022,April,165.29
Nassarawa,01/05/2022,2022,May,168.1818182
Nassarawa,01/06/2022,2022,June,167
Nassarawa,01/07/2022,2022,July,205.5
Nassarawa,01/08/2022,2022,August,197.2142857
Nassarawa,01/09/2022,2022,September,193.21
Nassarawa,01/10/2022,2022,October,195
Nassarawa,01/11/2022,2022,November,210.4166667
Nassarawa,01/12/2022,2022,December,211.2857143
Nassarawa,01/01/2023,2023,January,217.5
Nassarawa,01/02/2023,2023,February,205.9166667
Nassarawa,01/03/2023,2023,March,197.5
Nassarawa,01/04/2023,2023,April,207.5
Nassarawa,01/05/2023,2023,May,220
Nassarawa,01/06/2023,2023,June,540.5833333
Nassarawa,01/07/2023,2023,July,543.5714286
Nassarawa,01/08/2023,2023,August,641
Nassarawa,01/09/2023,2023,September,639.75
Nassarawa,01/10/2023,2023,October,640.1666667
Nassarawa,01/11/2023,2023,November,650
Nassarawa,01/12/2023,2023,December,661.4285714
Nassarawa,01/01/2024,2024,January,629.3194444
Nassarawa,01/02/2024,2024,February,655
Nassarawa,01/03/2024,2024,March,700.3214286
Nassarawa,01/04/2024,2024,April,778.8888889
Niger,01/01/2016,2016,January,112.3
Niger,01/02/2016,2016,February,94
Niger,01/03/2016,2016,March,121.6
Niger,01/04/2016,2016,April,150.9
Niger,01/05/2016,2016,May,145
Niger,01/06/2016,2016,June,145
Niger,01/07/2016,2016,July,145.6
Niger,01/08/2016,2016,August,146.8
Niger,01/09/2016,2016,September,146.3
Niger,01/10/2016,2016,October,145.9
Niger,01/11/2016,2016,November,146.4
Niger,01/12/2016,2016,December,146.7
Niger,01/01/2017,2017,January,147
Niger,01/02/2017,2017,February,145.5
Niger,01/03/2017,2017,March,149.4444444
Niger,01/04/2017,2017,April,147
Niger,01/05/2017,2017,May,145.5555556
Niger,01/06/2017,2017,June,148.7
Niger,01/07/2017,2017,July,148.375
Niger,01/08/2017,2017,August,144.3333333
Niger,01/09/2017,2017,September,144.25
Niger,01/10/2017,2017,October,145
Niger,01/11/2017,2017,November,145.5
Niger,01/12/2017,2017,December,170
Niger,01/01/2018,2018,January,176.1111111
Niger,01/02/2018,2018,February,155
Niger,01/03/2018,2018,March,165.38
Niger,01/04/2018,2018,April,145.56
Niger,01/05/2018,2018,May,145.88
Niger,01/06/2018,2018,June,147.2727273
Niger,01/07/2018,2018,July,147.2727273
Niger,01/08/2018,2018,August,146
Niger,01/09/2018,2018,September,145.7272727
Niger,01/10/2018,2018,October,145.5
Niger,01/11/2018,2018,November,146.8
Niger,01/12/2018,2018,December,147.2727273
Niger,01/01/2019,2019,January,145.375
Niger,01/02/2019,2019,February,145.4285714
Niger,01/03/2019,2019,March,144.92
Niger,01/04/2019,2019,April,145.9090909
Niger,01/05/2019,2019,May,146.1111111
Niger,01/06/2019,2019,June,146.125
Niger,01/07/2019,2019,July,145.8333333
Niger,01/08/2019,2019,August,145.62
Niger,01/09/2019,2019,September,145.8333333
Niger,01/10/2019,2019,October,145.6
Niger,01/11/2019,2019,November,146.3333333
Niger,01/12/2019,2019,December,145.7777778
Niger,01/01/2020,2020,January,146.88
Niger,01/02/2020,2020,February,146.5714286
Niger,01/03/2020,2020,March,146.25
Niger,01/04/2020,2020,April,135
Niger,01/05/2020,2020,May,135.6666667
Niger,01/06/2020,2020,June,133.6363636
Niger,01/07/2020,2020,July,143.0833333
Niger,01/08/2020,2020,August,143.9
Niger,01/09/2020,2020,September,156.5555556
Niger,01/10/2020,2020,October,158.375
Niger,01/11/2020,2020,November,165
Niger,01/12/2020,2020,December,166.375
Niger,01/01/2021,2021,January,162.75
Niger,01/02/2021,2021,February,165.1818182
Niger,01/03/2021,2021,March,183.5
Niger,01/04/2021,2021,April,163.375
Niger,01/05/2021,2021,May,173
Niger,01/06/2021,2021,June,164.75
Niger,01/07/2021,2021,July,163.7142857
Niger,01/08/2021,2021,August,162
Niger,01/09/2021,2021,September,164.8571429
Niger,01/10/2021,2021,October,167.6666667
Niger,01/11/2021,2021,November,165.875
Niger,01/12/2021,2021,December,167.1428571
Niger,01/01/2022,2022,January,169.09
Niger,01/02/2022,2022,February,172.4444444
Niger,01/03/2022,2022,March,170.5
Niger,01/04/2022,2022,April,168.88
Niger,01/05/2022,2022,May,166.3636364
Niger,01/06/2022,2022,June,168
Niger,01/07/2022,2022,July,208
Niger,01/08/2022,2022,August,198.7
Niger,01/09/2022,2022,September,203.22
Niger,01/10/2022,2022,October,202.55
Niger,01/11/2022,2022,November,211.4
Niger,01/12/2022,2022,December,209.0625
Niger,01/01/2023,2023,January,213
Niger,01/02/2023,2023,February,198.5
Niger,01/03/2023,2023,March,198.5
Niger,01/04/2023,2023,April,208
Niger,01/05/2023,2023,May,201.8181818
Niger,01/06/2023,2023,June,545.5555556
Niger,01/07/2023,2023,July,542.1
Niger,01/08/2023,2023,August,634.5555556
Niger,01/09/2023,2023,September,632
Niger,01/10/2023,2023,October,637
Niger,01/11/2023,2023,November,639.2
Niger,01/12/2023,2023,December,659.375
Niger,01/01/2024,2024,January,624.0384259
Niger,01/02/2024,2024,February,653.7
Niger,01/03/2024,2024,March,657.1538462
Niger,01/04/2024,2024,April,633.75
Ogun,01/01/2016,2016,January,92.5
Ogun,01/02/2016,2016,February,86.5
Ogun,01/03/2016,2016,March,115
Ogun,01/04/2016,2016,April,163.5
Ogun,01/05/2016,2016,May,145.9
Ogun,01/06/2016,2016,June,145
Ogun,01/07/2016,2016,July,145.3
Ogun,01/08/2016,2016,August,145
Ogun,01/09/2016,2016,September,144.3
Ogun,01/10/2016,2016,October,145
Ogun,01/11/2016,2016,November,145
Ogun,01/12/2016,2016,December,145.9
Ogun,01/01/2017,2017,January,152
Ogun,01/02/2017,2017,February,145
Ogun,01/03/2017,2017,March,144.875
Ogun,01/04/2017,2017,April,145
Ogun,01/05/2017,2017,May,145
Ogun,01/06/2017,2017,June,145
Ogun,01/07/2017,2017,July,145
Ogun,01/08/2017,2017,August,143.5
Ogun,01/09/2017,2017,September,142.9230769
Ogun,01/10/2017,2017,October,144.5625
Ogun,01/11/2017,2017,November,144.73
Ogun,01/12/2017,2017,December,168
Ogun,01/01/2018,2018,January,203.25
Ogun,01/02/2018,2018,February,147.0588235
Ogun,01/03/2018,2018,March,169.41
Ogun,01/04/2018,2018,April,145.31
Ogun,01/05/2018,2018,May,146.94
Ogun,01/06/2018,2018,June,147.1875
Ogun,01/07/2018,2018,July,147.1875
Ogun,01/08/2018,2018,August,146.1333333
Ogun,01/09/2018,2018,September,148.0526316
Ogun,01/10/2018,2018,October,144.8666667
Ogun,01/11/2018,2018,November,145.0714286
Ogun,01/12/2018,2018,December,145
Ogun,01/01/2019,2019,January,144.4444444
Ogun,01/02/2019,2019,February,143.0555556
Ogun,01/03/2019,2019,March,145
Ogun,01/04/2019,2019,April,145
Ogun,01/05/2019,2019,May,145.1176471
Ogun,01/06/2019,2019,June,145
Ogun,01/07/2019,2019,July,145.6
Ogun,01/08/2019,2019,August,145
Ogun,01/09/2019,2019,September,145.8
Ogun,01/10/2019,2019,October,145
Ogun,01/11/2019,2019,November,145.3846154
Ogun,01/12/2019,2019,December,145
Ogun,01/01/2020,2020,January,145
Ogun,01/02/2020,2020,February,145.0833333
Ogun,01/03/2020,2020,March,144.8181818
Ogun,01/04/2020,2020,April,126.6666667
Ogun,01/05/2020,2020,May,125
Ogun,01/06/2020,2020,June,124.375
Ogun,01/07/2020,2020,July,140.3
Ogun,01/08/2020,2020,August,149.3984615
Ogun,01/09/2020,2020,September,160.9083333
Ogun,01/10/2020,2020,October,160.75
Ogun,01/11/2020,2020,November,167.5454545
Ogun,01/12/2020,2020,December,163.7333333
Ogun,01/01/2021,2021,January,163.78125
Ogun,01/02/2021,2021,February,164.8529412
Ogun,01/03/2021,2021,March,165.53125
Ogun,01/04/2021,2021,April,165.5
Ogun,01/05/2021,2021,May,164.5
Ogun,01/06/2021,2021,June,164.53125
Ogun,01/07/2021,2021,July,164.25
Ogun,01/08/2021,2021,August,164.75
Ogun,01/09/2021,2021,September,164.3846154
Ogun,01/10/2021,2021,October,163.7777778
Ogun,01/11/2021,2021,November,165.25
Ogun,01/12/2021,2021,December,163
Ogun,01/01/2022,2022,January,163.6875
Ogun,01/02/2022,2022,February,166.78125
Ogun,01/03/2022,2022,March,172.8125
Ogun,01/04/2022,2022,April,168.89
Ogun,01/05/2022,2022,May,165
Ogun,01/06/2022,2022,June,165.2
Ogun,01/07/2022,2022,July,185.0769231
Ogun,01/08/2022,2022,August,177.8846154
Ogun,01/09/2022,2022,September,185.71
Ogun,01/10/2022,2022,October,197.5
Ogun,01/11/2022,2022,November,200
Ogun,01/12/2022,2022,December,206.5384615
Ogun,01/01/2023,2023,January,238.1481481
Ogun,01/02/2023,2023,February,280.5714286
Ogun,01/03/2023,2023,March,241.9
Ogun,01/04/2023,2023,April,227.6923077
Ogun,01/05/2023,2023,May,212.6923077
Ogun,01/06/2023,2023,June,540.9090909
Ogun,01/07/2023,2023,July,618.4583333
Ogun,01/08/2023,2023,August,623.0666667
Ogun,01/09/2023,2023,September,625.8421053
Ogun,01/10/2023,2023,October,640.4545455
Ogun,01/11/2023,2023,November,631.3333333
Ogun,01/12/2023,2023,December,776.5384615
Ogun,01/01/2024,2024,January,653.1052632
Ogun,01/02/2024,2024,February,650.8333333
Ogun,01/03/2024,2024,March,651.25
Ogun,01/04/2024,2024,April,647.1428571
Ondo,01/01/2016,2016,January,120.1
Ondo,01/02/2016,2016,February,102.8
Ondo,01/03/2016,2016,March,124.5
Ondo,01/04/2016,2016,April,185.5
Ondo,01/05/2016,2016,May,146.2
Ondo,01/06/2016,2016,June,145.6
Ondo,01/07/2016,2016,July,144.9
Ondo,01/08/2016,2016,August,144.9
Ondo,01/09/2016,2016,September,144.5
Ondo,01/10/2016,2016,October,144.9
Ondo,01/11/2016,2016,November,144.9
Ondo,01/12/2016,2016,December,145
Ondo,01/01/2017,2017,January,155
Ondo,01/02/2017,2017,February,145.1875
Ondo,01/03/2017,2017,March,146.3157895
Ondo,01/04/2017,2017,April,145.2380952
Ondo,01/05/2017,2017,May,145.3125
Ondo,01/06/2017,2017,June,145.2777778
Ondo,01/07/2017,2017,July,145
Ondo,01/08/2017,2017,August,143.3125
Ondo,01/09/2017,2017,September,142.90625
Ondo,01/10/2017,2017,October,145.5882353
Ondo,01/11/2017,2017,November,144.9
Ondo,01/12/2017,2017,December,160
Ondo,01/01/2018,2018,January,219.375
Ondo,01/02/2018,2018,February,187.0454545
Ondo,01/03/2018,2018,March,162.38
Ondo,01/04/2018,2018,April,145.95
Ondo,01/05/2018,2018,May,145.33
Ondo,01/06/2018,2018,June,145.55
Ondo,01/07/2018,2018,July,146.7647059
Ondo,01/08/2018,2018,August,145.7826087
Ondo,01/09/2018,2018,September,145.7272727
Ondo,01/10/2018,2018,October,145.3157895
Ondo,01/11/2018,2018,November,145.15
Ondo,01/12/2018,2018,December,145.8823529
Ondo,01/01/2019,2019,January,144
Ondo,01/02/2019,2019,February,145.625
Ondo,01/03/2019,2019,March,145.18
Ondo,01/04/2019,2019,April,145.5
Ondo,01/05/2019,2019,May,145.1111111
Ondo,01/06/2019,2019,June,145.25
Ondo,01/07/2019,2019,July,146.4736842
Ondo,01/08/2019,2019,August,145.75
Ondo,01/09/2019,2019,September,145.3125
Ondo,01/10/2019,2019,October,145.0526316
Ondo,01/11/2019,2019,November,145.3333333
Ondo,01/12/2019,2019,December,146
Ondo,01/01/2020,2020,January,145.18
Ondo,01/02/2020,2020,February,146
Ondo,01/03/2020,2020,March,145.625
Ondo,01/04/2020,2020,April,125.4166667
Ondo,01/05/2020,2020,May,124.88
Ondo,01/06/2020,2020,June,126.6809524
Ondo,01/07/2020,2020,July,144.2857143
Ondo,01/08/2020,2020,August,149.4285714
Ondo,01/09/2020,2020,September,161
Ondo,01/10/2020,2020,October,159.6153846
Ondo,01/11/2020,2020,November,166.625
Ondo,01/12/2020,2020,December,164.6388889
Ondo,01/01/2021,2021,January,163.1176471
Ondo,01/02/2021,2021,February,163.9411765
Ondo,01/03/2021,2021,March,168.1904762
Ondo,01/04/2021,2021,April,168.4117647
Ondo,01/05/2021,2021,May,166.6875
Ondo,01/06/2021,2021,June,164.3125
Ondo,01/07/2021,2021,July,166.5
Ondo,01/08/2021,2021,August,163.5333333
Ondo,01/09/2021,2021,September,163.7
Ondo,01/10/2021,2021,October,166.2857143
Ondo,01/11/2021,2021,November,167.0666667
Ondo,01/12/2021,2021,December,165.8571429
Ondo,01/01/2022,2022,January,166.2777778
Ondo,01/02/2022,2022,February,167.3333333
Ondo,01/03/2022,2022,March,168.5555556
Ondo,01/04/2022,2022,April,165.42
Ondo,01/05/2022,2022,May,167.3571429
Ondo,01/06/2022,2022,June,180.2142857
Ondo,01/07/2022,2022,July,195
Ondo,01/08/2022,2022,August,188.9333333
Ondo,01/09/2022,2022,September,190.71
Ondo,01/10/2022,2022,October,190.7142857
Ondo,01/11/2022,2022,November,208.125
Ondo,01/12/2022,2022,December,210
Ondo,01/01/2023,2023,January,249.4444444
Ondo,01/02/2023,2023,February,286.875
Ondo,01/03/2023,2023,March,241.3333333
Ondo,01/04/2023,2023,April,231.0625
Ondo,01/05/2023,2023,May,232.75
Ondo,01/06/2023,2023,June,540.2
Ondo,01/07/2023,2023,July,619.65
Ondo,01/08/2023,2023,August,624.4
Ondo,01/09/2023,2023,September,620.1428571
Ondo,01/10/2023,2023,October,614.4705882
Ondo,01/11/2023,2023,November,650.5882353
Ondo,01/12/2023,2023,December,644.0625
Ondo,01/01/2024,2024,January,653.0185759
Ondo,01/02/2024,2024,February,666.25
Ondo,01/03/2024,2024,March,663.8461538
Ondo,01/04/2024,2024,April,671.25
Osun,01/01/2016,2016,January,100.5
Osun,01/02/2016,2016,February,89.7
Osun,01/03/2016,2016,March,109.8
Osun,01/04/2016,2016,April,193.9
Osun,01/05/2016,2016,May,145.3
Osun,01/06/2016,2016,June,145
Osun,01/07/2016,2016,July,143.7
Osun,01/08/2016,2016,August,144.6
Osun,01/09/2016,2016,September,143.4
Osun,01/10/2016,2016,October,144.3
Osun,01/11/2016,2016,November,144.6
Osun,01/12/2016,2016,December,144.4
Osun,01/01/2017,2017,January,156.1
Osun,01/02/2017,2017,February,144.7333333
Osun,01/03/2017,2017,March,144.9736842
Osun,01/04/2017,2017,April,145
Osun,01/05/2017,2017,May,145
Osun,01/06/2017,2017,June,145
Osun,01/07/2017,2017,July,145
Osun,01/08/2017,2017,August,145
Osun,01/09/2017,2017,September,142.7857143
Osun,01/10/2017,2017,October,144.4705882
Osun,01/11/2017,2017,November,144.33
Osun,01/12/2017,2017,December,168
Osun,01/01/2018,2018,January,228.8888889
Osun,01/02/2018,2018,February,154.3333333
Osun,01/03/2018,2018,March,145.44
Osun,01/04/2018,2018,April,145.86
Osun,01/05/2018,2018,May,145
Osun,01/06/2018,2018,June,145.85
Osun,01/07/2018,2018,July,144.8
Osun,01/08/2018,2018,August,144.6666667
Osun,01/09/2018,2018,September,147.4285714
Osun,01/10/2018,2018,October,145
