State,Date,Year,Month Name,Diesel Price
Ekiti,01/06/2022,2022,June,738.6666667
Ekiti,01/07/2022,2022,July,749.2307692
Ekiti,01/08/2022,2022,August,762.3076923
Ekiti,01/09/2022,2022,September,782
Ekiti,01/10/2022,2022,October,797
Ekiti,01/11/2022,2022,November,810
Ekiti,01/12/2022,2022,December,833.8461538
Ekiti,01/12/2023,2023,December,992.67
Ekiti,01/01/2023,2023,January,1204.08
Ekiti,01/02/2023,2023,February,1175
Ekiti,01/03/2023,2023,March,1281.67
Ekiti,01/04/2023,2023,April,1367.5
Enugu,01/06/2015,2015,June,152.7894737
Enugu,01/07/2015,2015,July,129.7368421
Enugu,01/08/2015,2015,August,135
Enugu,01/09/2015,2015,September,138.0555556
Enugu,01/10/2015,2015,October,134.4117647
Enugu,01/11/2015,2015,November,150.625
Enugu,01/12/2015,2015,December,153.4615385
Enugu,01/01/2016,2016,January,150.35
Enugu,01/02/2016,2016,February,140.1428571
Enugu,01/03/2016,2016,March,136.3043478
Enugu,01/04/2016,2016,April,139
Enugu,01/05/2016,2016,May,136.1111111
Enugu,01/06/2016,2016,June,185
Enugu,01/07/2016,2016,July,201.3888889
Enugu,01/08/2016,2016,August,199.2857143
Enugu,01/09/2016,2016,September,193.2142857
Enugu,01/10/2016,2016,October,190.9375
Enugu,01/11/2016,2016,November,196.0714286
Enugu,01/12/2016,2016,December,198.4375
Enugu,01/01/2017,2017,January,197.7777778
Enugu,01/02/2017,2017,February,250.2777778
Enugu,01/03/2017,2017,March,232.8125
Enugu,01/04/2017,2017,April,221.6666667
Enugu,01/05/2017,2017,May,209.4444444
Enugu,01/06/2017,2017,June,198.8235294
Enugu,01/07/2017,2017,July,180.3846154
Enugu,01/08/2017,2017,August,178.3333333
Enugu,01/09/2017,2017,September,185
Enugu,01/10/2017,2017,October,214.1666667
Enugu,01/11/2017,2017,November,199
Enugu,01/12/2017,2017,December,193.8235294
Enugu,01/01/2018,2018,January,212.1875
Enugu,01/02/2018,2018,February,198.6842105
Enugu,01/03/2018,2018,March,193.2352941
Enugu,01/04/2018,2018,April,205
Enugu,01/05/2018,2018,May,189.6666667
Enugu,01/06/2018,2018,June,192.8571429
Enugu,01/07/2018,2018,July,195.8333333
Enugu,01/08/2018,2018,August,198
Enugu,01/09/2018,2018,September,203.8888889
Enugu,01/10/2018,2018,October,224.2105263
Enugu,01/11/2018,2018,November,230.7142857
Enugu,01/12/2018,2018,December,219.0909091
Enugu,01/01/2019,2019,January,220.2941176
Enugu,01/02/2019,2019,February,227.1875
Enugu,01/03/2019,2019,March,230.5263158
Enugu,01/04/2019,2019,April,231.21
Enugu,01/05/2019,2019,May,229.3181818
Enugu,01/06/2019,2019,June,236.3478261
Enugu,01/07/2019,2019,July,228.5151515
Enugu,01/08/2019,2019,August,239.09
Enugu,01/09/2019,2019,September,226
Enugu,01/10/2019,2019,October,236.3333333
Enugu,01/11/2019,2019,November,231
Enugu,01/12/2019,2019,December,229.7368421
Enugu,01/01/2020,2020,January,224.6153846
Enugu,01/02/2020,2020,February,229.6875
Enugu,01/03/2020,2020,March,227.9166667
Enugu,01/04/2020,2020,April,211.0526316
Enugu,01/05/2020,2020,May,216.3157895
Enugu,01/06/2020,2020,June,215.3333333
Enugu,01/07/2020,2020,July,211.1111111
Enugu,01/08/2020,2020,August,200.5
Enugu,01/09/2020,2020,September,197
Enugu,01/10/2020,2020,October,212.1428571
Enugu,01/11/2020,2020,November,218.5
Enugu,01/12/2020,2020,December,203.5714286
Enugu,01/01/2021,2021,January,198.2352941
Enugu,01/02/2021,2021,February,217.5
Enugu,01/03/2021,2021,March,221.9230769
Enugu,01/04/2021,2021,April,238.9285714
Enugu,01/05/2021,2021,May,244.1176471
Enugu,01/06/2021,2021,June,243.1818182
Enugu,01/07/2021,2021,July,251.9230769
Enugu,01/08/2021,2021,August,250
Enugu,01/09/2021,2021,September,260.7142857
Enugu,01/10/2021,2021,October,246.8181818
Enugu,01/11/2021,2021,November,295.9375
Enugu,01/12/2021,2021,December,349.2857143
Enugu,01/01/2022,2022,January,317.2727273
Enugu,01/02/2022,2022,February,339.0909091
Enugu,01/03/2022,2022,March,511.875
Enugu,01/04/2022,2022,April,609.3333333
Enugu,01/05/2022,2022,May,634.6666667
Enugu,01/06/2022,2022,June,742.8571429
Enugu,01/07/2022,2022,July,782.5
Enugu,01/08/2022,2022,August,780.3448276
Enugu,01/09/2022,2022,September,798.3333333
Enugu,01/10/2022,2022,October,800
Enugu,01/11/2022,2022,November,817.7777778
Enugu,01/12/2022,2022,December,815.2631579
Enugu,01/12/2023,2023,December,1209.375
Enugu,01/01/2023,2023,January,1194.44
Enugu,01/02/2023,2023,February,1287.73
Enugu,01/03/2023,2023,March,1382.1
Enugu,01/04/2023,2023,April,1518.41
Gombe,01/06/2015,2015,June,120
Gombe,01/07/2015,2015,July,120
Gombe,01/08/2015,2015,August,120
Gombe,01/09/2015,2015,September,124
Gombe,01/10/2015,2015,October,126.6666667
Gombe,01/11/2015,2015,November,200
Gombe,01/12/2015,2015,December,140
Gombe,01/01/2016,2016,January,155.1875758
Gombe,01/02/2016,2016,February,120
Gombe,01/03/2016,2016,March,142.7835429
Gombe,01/04/2016,2016,April,146.2681893
Gombe,01/05/2016,2016,May,141.6809972
Gombe,01/06/2016,2016,June,180
Gombe,01/07/2016,2016,July,205
Gombe,01/08/2016,2016,August,198.5
Gombe,01/09/2016,2016,September,180
Gombe,01/10/2016,2016,October,185
Gombe,01/11/2016,2016,November,200
Gombe,01/12/2016,2016,December,180
Gombe,01/01/2017,2017,January,233.3333333
Gombe,01/02/2017,2017,February,256.6666667
Gombe,01/03/2017,2017,March,217.5
Gombe,01/04/2017,2017,April,200
Gombe,01/05/2017,2017,May,200
Gombe,01/06/2017,2017,June,200
Gombe,01/07/2017,2017,July,200
Gombe,01/08/2017,2017,August,205
Gombe,01/09/2017,2017,September,202.5
Gombe,01/10/2017,2017,October,202.2222222
Gombe,01/11/2017,2017,November,206.5
Gombe,01/12/2017,2017,December,165
Gombe,01/01/2018,2018,January,216.6666667
Gombe,01/02/2018,2018,February,220
Gombe,01/03/2018,2018,March,190
Gombe,01/04/2018,2018,April,206.25
Gombe,01/05/2018,2018,May,227.5
Gombe,01/06/2018,2018,June,228.02
Gombe,01/07/2018,2018,July,228.3333333
Gombe,01/08/2018,2018,August,216.6666667
Gombe,01/09/2018,2018,September,213.75
Gombe,01/10/2018,2018,October,226.6666667
Gombe,01/11/2018,2018,November,217.0686915
Gombe,01/12/2018,2018,December,222.5
Gombe,01/01/2019,2019,January,225
Gombe,01/02/2019,2019,February,225
Gombe,01/03/2019,2019,March,236.6666667
Gombe,01/04/2019,2019,April,235.54
Gombe,01/05/2019,2019,May,230.5516667
Gombe,01/06/2019,2019,June,230.5516667
Gombe,01/07/2019,2019,July,226.6666667
Gombe,01/08/2019,2019,August,220
Gombe,01/09/2019,2019,September,220
Gombe,01/10/2019,2019,October,220
Gombe,01/11/2019,2019,November,209
Gombe,01/12/2019,2019,December,217.5
Gombe,01/01/2020,2020,January,221.6666667
Gombe,01/02/2020,2020,February,224.2970377
Gombe,01/03/2020,2020,March,220
Gombe,01/04/2020,2020,April,220
Gombe,01/05/2020,2020,May,221.6140323
Gombe,01/06/2020,2020,June,226.25
Gombe,01/07/2020,2020,July,224.6666667
Gombe,01/08/2020,2020,August,215
Gombe,01/09/2020,2020,September,235
Gombe,01/10/2020,2020,October,221.166338
Gombe,01/11/2020,2020,November,200
Gombe,01/12/2020,2020,December,197.5
Gombe,01/01/2021,2021,January,225
Gombe,01/02/2021,2021,February,235
Gombe,01/03/2021,2021,March,231.25
Gombe,01/04/2021,2021,April,227.5
Gombe,01/05/2021,2021,May,227.5
Gombe,01/06/2021,2021,June,209
Gombe,01/07/2021,2021,July,235
Gombe,01/08/2021,2021,August,267
Gombe,01/09/2021,2021,September,261
Gombe,01/10/2021,2021,October,255
Gombe,01/11/2021,2021,November,313.3333333
Gombe,01/12/2021,2021,December,313.3333333
Gombe,01/01/2022,2022,January,326.6666667
Gombe,01/02/2022,2022,February,330
Gombe,01/03/2022,2022,March,455
Gombe,01/04/2022,2022,April,692.5
Gombe,01/05/2022,2022,May,704
Gombe,01/06/2022,2022,June,713.3333333
Gombe,01/07/2022,2022,July,722
Gombe,01/08/2022,2022,August,750
Gombe,01/09/2022,2022,September,766.6666667
Gombe,01/10/2022,2022,October,790
Gombe,01/11/2022,2022,November,803.3333333
Gombe,01/12/2022,2022,December,807
Gombe,01/12/2023,2023,December,1200
Gombe,01/01/2023,2023,January,1200
Gombe,01/02/2023,2023,February,1500
Gombe,01/03/2023,2023,March,1375
Gombe,01/04/2023,2023,April,1363.33
Imo,01/06/2015,2015,June,137.7777778
Imo,01/07/2015,2015,July,136.92
Imo,01/08/2015,2015,August,140.1764706
Imo,01/09/2015,2015,September,144
Imo,01/10/2015,2015,October,147.6190476
Imo,01/11/2015,2015,November,150.5714286
Imo,01/12/2015,2015,December,151
Imo,01/01/2016,2016,January,151.4285714
Imo,01/02/2016,2016,February,146.8823529
Imo,01/03/2016,2016,March,141.7916667
Imo,01/04/2016,2016,April,148.1666667
Imo,01/05/2016,2016,May,137.9411765
Imo,01/06/2016,2016,June,175.2380952
Imo,01/07/2016,2016,July,200.5
Imo,01/08/2016,2016,August,202.1428571
Imo,01/09/2016,2016,September,196.8181818
Imo,01/10/2016,2016,October,192.7272727
Imo,01/11/2016,2016,November,195.4285714
Imo,01/12/2016,2016,December,197.4
Imo,01/01/2017,2017,January,246.1111111
Imo,01/02/2017,2017,February,259.1666667
Imo,01/03/2017,2017,March,241.1111111
Imo,01/04/2017,2017,April,225.2777778
Imo,01/05/2017,2017,May,210.5263158
Imo,01/06/2017,2017,June,212.5
Imo,01/07/2017,2017,July,192.04
Imo,01/08/2017,2017,August,225.8695652
Imo,01/09/2017,2017,September,190.2083333
Imo,01/10/2017,2017,October,207.5
Imo,01/11/2017,2017,November,194.44
Imo,01/12/2017,2017,December,203.2352941
Imo,01/01/2018,2018,January,208.1818182
Imo,01/02/2018,2018,February,220.2380952
Imo,01/03/2018,2018,March,197.7391304
Imo,01/04/2018,2018,April,196.8695652
Imo,01/05/2018,2018,May,205.75
Imo,01/06/2018,2018,June,206.75
Imo,01/07/2018,2018,July,202.6190476
Imo,01/08/2018,2018,August,208
Imo,01/09/2018,2018,September,213.5714286
Imo,01/10/2018,2018,October,224.047619
Imo,01/11/2018,2018,November,242.1052632
Imo,01/12/2018,2018,December,226.3888889
Imo,01/01/2019,2019,January,223.4375
Imo,01/02/2019,2019,February,224.2857143
Imo,01/03/2019,2019,March,240.5
Imo,01/04/2019,2019,April,240.9
Imo,01/05/2019,2019,May,240.9090909
Imo,01/06/2019,2019,June,237
Imo,01/07/2019,2019,July,239.6666667
Imo,01/08/2019,2019,August,243.04
Imo,01/09/2019,2019,September,235.2173913
Imo,01/10/2019,2019,October,241.2962963
Imo,01/11/2019,2019,November,234.047619
Imo,01/12/2019,2019,December,228.9130435
Imo,01/01/2020,2020,January,230.5
Imo,01/02/2020,2020,February,228.4782609
Imo,01/03/2020,2020,March,229.5454545
Imo,01/04/2020,2020,April,222.25
Imo,01/05/2020,2020,May,222.7272727
Imo,01/06/2020,2020,June,211.25
Imo,01/07/2020,2020,July,209.7727273
Imo,01/08/2020,2020,August,207.3913043
Imo,01/09/2020,2020,September,217.6086957
Imo,01/10/2020,2020,October,207.8947368
Imo,01/11/2020,2020,November,219.3333333
Imo,01/12/2020,2020,December,205
Imo,01/01/2021,2021,January,212.75
Imo,01/02/2021,2021,February,216.1363636
Imo,01/03/2021,2021,March,245
Imo,01/04/2021,2021,April,246.4705882
Imo,01/05/2021,2021,May,245
Imo,01/06/2021,2021,June,248.1818182
Imo,01/07/2021,2021,July,248.7272727
Imo,01/08/2021,2021,August,251.3043478
Imo,01/09/2021,2021,September,255.3333333
Imo,01/10/2021,2021,October,261.9444444
Imo,01/11/2021,2021,November,324.4736842
Imo,01/12/2021,2021,December,302.1428571
Imo,01/01/2022,2022,January,321.1538462
Imo,01/02/2022,2022,February,335.6
Imo,01/03/2022,2022,March,452.2222222
Imo,01/04/2022,2022,April,583.4090909
Imo,01/05/2022,2022,May,624.7058824
Imo,01/06/2022,2022,June,780.6315789
Imo,01/07/2022,2022,July,785.5263158
Imo,01/08/2022,2022,August,765
Imo,01/09/2022,2022,September,797
Imo,01/10/2022,2022,October,804.8695652
Imo,01/11/2022,2022,November,811.875
Imo,01/12/2022,2022,December,818.8235294
Imo,01/12/2023,2023,December,1136.764706
Imo,01/01/2023,2023,January,1179.76
Imo,01/02/2023,2023,February,1297.27
Imo,01/03/2023,2023,March,1403.98
Imo,01/04/2023,2023,April,1534.79
Jigawa,01/06/2015,2015,June,135.3846154
Jigawa,01/07/2015,2015,July,137.9166667
Jigawa,01/08/2015,2015,August,140
Jigawa,01/09/2015,2015,September,147.1333333
Jigawa,01/10/2015,2015,October,148.3333333
Jigawa,01/11/2015,2015,November,162.6923077
Jigawa,01/12/2015,2015,December,158.9285714
Jigawa,01/01/2016,2016,January,162.5
Jigawa,01/02/2016,2016,February,142.6923077
Jigawa,01/03/2016,2016,March,146.4285714
Jigawa,01/04/2016,2016,April,160.8333333
Jigawa,01/05/2016,2016,May,144.6153846
Jigawa,01/06/2016,2016,June,186.3636364
Jigawa,01/07/2016,2016,July,201.6666667
Jigawa,01/08/2016,2016,August,198
Jigawa,01/09/2016,2016,September,196.0714286
Jigawa,01/10/2016,2016,October,189.6428571
Jigawa,01/11/2016,2016,November,191.25
Jigawa,01/12/2016,2016,December,197.6923077
Jigawa,01/01/2017,2017,January,238.5
Jigawa,01/02/2017,2017,February,243
Jigawa,01/03/2017,2017,March,226.2142857
Jigawa,01/04/2017,2017,April,226.8181818
Jigawa,01/05/2017,2017,May,206
Jigawa,01/06/2017,2017,June,205.9090909
Jigawa,01/07/2017,2017,July,191.7272727
Jigawa,01/08/2017,2017,August,185.6666667
Jigawa,01/09/2017,2017,September,184.0625
Jigawa,01/10/2017,2017,October,222.0833333
Jigawa,01/11/2017,2017,November,216.25
Jigawa,01/12/2017,2017,December,209
Jigawa,01/01/2018,2018,January,215.3125
Jigawa,01/02/2018,2018,February,228.8461538
Jigawa,01/03/2018,2018,March,219.5833333
Jigawa,01/04/2018,2018,April,210
Jigawa,01/05/2018,2018,May,205.5384615
Jigawa,01/06/2018,2018,June,202.3076923
Jigawa,01/07/2018,2018,July,206.9230769
Jigawa,01/08/2018,2018,August,209
Jigawa,01/09/2018,2018,September,217.9166667
Jigawa,01/10/2018,2018,October,212.3076923
Jigawa,01/11/2018,2018,November,212.3076923
Jigawa,01/12/2018,2018,December,216.6666667
Jigawa,01/01/2019,2019,January,216.6666667
Jigawa,01/02/2019,2019,February,221.1111111
Jigawa,01/03/2019,2019,March,225.8333333
Jigawa,01/04/2019,2019,April,228.5
Jigawa,01/05/2019,2019,May,227.5
Jigawa,01/06/2019,2019,June,227.5
Jigawa,01/07/2019,2019,July,227.5
Jigawa,01/08/2019,2019,August,227.5
Jigawa,01/09/2019,2019,September,233.75
Jigawa,01/10/2019,2019,October,227.5
Jigawa,01/11/2019,2019,November,212.3076923
Jigawa,01/12/2019,2019,December,216.6666667
Jigawa,01/01/2020,2020,January,219
Jigawa,01/02/2020,2020,February,221.1111111
Jigawa,01/03/2020,2020,March,219.5833333
Jigawa,01/04/2020,2020,April,219.5833333
Jigawa,01/05/2020,2020,May,205.5
Jigawa,01/06/2020,2020,June,223.3333333
Jigawa,01/07/2020,2020,July,220.4545455
Jigawa,01/08/2020,2020,August,216.1111111
Jigawa,01/09/2020,2020,September,206.1111111
Jigawa,01/10/2020,2020,October,217.1807355
Jigawa,01/11/2020,2020,November,216.3422246
Jigawa,01/12/2020,2020,December,220
Jigawa,01/01/2021,2021,January,225
Jigawa,01/02/2021,2021,February,220
Jigawa,01/03/2021,2021,March,226.6666667
Jigawa,01/04/2021,2021,April,217.9315141
Jigawa,01/05/2021,2021,May,227.1428571
Jigawa,01/06/2021,2021,June,246.1538462
Jigawa,01/07/2021,2021,July,258.8888889
Jigawa,01/08/2021,2021,August,245
Jigawa,01/09/2021,2021,September,252.5
Jigawa,01/10/2021,2021,October,252.5
Jigawa,01/11/2021,2021,November,275.7142857
Jigawa,01/12/2021,2021,December,318.8888889
Jigawa,01/01/2022,2022,January,251.25
Jigawa,01/02/2022,2022,February,295.4166667
Jigawa,01/03/2022,2022,March,550
Jigawa,01/04/2022,2022,April,613.75
Jigawa,01/05/2022,2022,May,702.2222222
Jigawa,01/06/2022,2022,June,783
Jigawa,01/07/2022,2022,July,750.2857143
Jigawa,01/08/2022,2022,August,755
Jigawa,01/09/2022,2022,September,782
Jigawa,01/10/2022,2022,October,784
Jigawa,01/11/2022,2022,November,800
Jigawa,01/12/2022,2022,December,814
Jigawa,01/12/2023,2023,December,1229.090909
Jigawa,01/01/2023,2023,January,1193.64
Jigawa,01/02/2023,2023,February,1316.67
Jigawa,01/03/2023,2023,March,1533.33
Jigawa,01/04/2023,2023,April,1418.18
Kaduna,01/06/2015,2015,June,153.9166667
Kaduna,01/07/2015,2015,July,145.1818182
Kaduna,01/08/2015,2015,August,143.8888889
Kaduna,01/09/2015,2015,September,152.5
Kaduna,01/10/2015,2015,October,171
Kaduna,01/11/2015,2015,November,160.625
Kaduna,01/12/2015,2015,December,153.75
Kaduna,01/01/2016,2016,January,163.6363636
Kaduna,01/02/2016,2016,February,151.875
Kaduna,01/03/2016,2016,March,143.125
Kaduna,01/04/2016,2016,April,162.5
Kaduna,01/05/2016,2016,May,156.6666667
Kaduna,01/06/2016,2016,June,178.5714286
Kaduna,01/07/2016,2016,July,203.1818182
Kaduna,01/08/2016,2016,August,192.9166667
Kaduna,01/09/2016,2016,September,198.0769231
Kaduna,01/10/2016,2016,October,192.1666667
Kaduna,01/11/2016,2016,November,194.5833333
Kaduna,01/12/2016,2016,December,190
Kaduna,01/01/2017,2017,January,216.875
Kaduna,01/02/2017,2017,February,228.5
Kaduna,01/03/2017,2017,March,214.0909091
Kaduna,01/04/2017,2017,April,215
Kaduna,01/05/2017,2017,May,208.75
Kaduna,01/06/2017,2017,June,203.5
Kaduna,01/07/2017,2017,July,195.8333333
Kaduna,01/08/2017,2017,August,192.2727273
Kaduna,01/09/2017,2017,September,188.5
Kaduna,01/10/2017,2017,October,197.5
Kaduna,01/11/2017,2017,November,207.85
Kaduna,01/12/2017,2017,December,250.625
Kaduna,01/01/2018,2018,January,232.9166667
Kaduna,01/02/2018,2018,February,208.3333333
Kaduna,01/03/2018,2018,March,212
Kaduna,01/04/2018,2018,April,191.875
Kaduna,01/05/2018,2018,May,203.3333333
Kaduna,01/06/2018,2018,June,195.5
Kaduna,01/07/2018,2018,July,204.2857143
Kaduna,01/08/2018,2018,August,208
Kaduna,01/09/2018,2018,September,220
Kaduna,01/10/2018,2018,October,195.5
Kaduna,01/11/2018,2018,November,195.5
Kaduna,01/12/2018,2018,December,219.2307692
Kaduna,01/01/2019,2019,January,232.5
Kaduna,01/02/2019,2019,February,239.5454545
Kaduna,01/03/2019,2019,March,231.7857143
Kaduna,01/04/2019,2019,April,232.22
Kaduna,01/05/2019,2019,May,232.5
Kaduna,01/06/2019,2019,June,232.5
Kaduna,01/07/2019,2019,July,232.5
Kaduna,01/08/2019,2019,August,232.5
Kaduna,01/09/2019,2019,September,212.5833333
Kaduna,01/10/2019,2019,October,232.5
Kaduna,01/11/2019,2019,November,226.8336358
Kaduna,01/12/2019,2019,December,239.2307692
Kaduna,01/01/2020,2020,January,237.1428571
Kaduna,01/02/2020,2020,February,239.5454545
Kaduna,01/03/2020,2020,March,232
Kaduna,01/04/2020,2020,April,232
Kaduna,01/05/2020,2020,May,231.7191198
Kaduna,01/06/2020,2020,June,231.6541649
Kaduna,01/07/2020,2020,July,229.375
Kaduna,01/08/2020,2020,August,220.3
Kaduna,01/09/2020,2020,September,220.3
Kaduna,01/10/2020,2020,October,208.6363636
Kaduna,01/11/2020,2020,November,226.4444444
Kaduna,01/12/2020,2020,December,226.625
Kaduna,01/01/2021,2021,January,219.3076923
Kaduna,01/02/2021,2021,February,226.625
Kaduna,01/03/2021,2021,March,235.5
Kaduna,01/04/2021,2021,April,230
Kaduna,01/05/2021,2021,May,237.5
Kaduna,01/06/2021,2021,June,221.875
Kaduna,01/07/2021,2021,July,237
Kaduna,01/08/2021,2021,August,244
Kaduna,01/09/2021,2021,September,257
Kaduna,01/10/2021,2021,October,265.2222222
Kaduna,01/11/2021,2021,November,260.6363636
Kaduna,01/12/2021,2021,December,259
Kaduna,01/01/2022,2022,January,246.1111111
Kaduna,01/02/2022,2022,February,279.8571429
Kaduna,01/03/2022,2022,March,502.2222222
Kaduna,01/04/2022,2022,April,664.2857143
Kaduna,01/05/2022,2022,May,670
Kaduna,01/06/2022,2022,June,757.1428571
Kaduna,01/07/2022,2022,July,760.9090909
Kaduna,01/08/2022,2022,August,760
Kaduna,01/09/2022,2022,September,780.9090909
Kaduna,01/10/2022,2022,October,782.2222222
Kaduna,01/11/2022,2022,November,786.6666667
Kaduna,01/12/2022,2022,December,792.5
Kaduna,01/12/2023,2023,December,1221.428571
Kaduna,01/01/2023,2023,January,1100
Kaduna,01/02/2023,2023,February,1230
Kaduna,01/03/2023,2023,March,1461.82
Kaduna,01/04/2023,2023,April,1320.83
Kano,01/06/2015,2015,June,137.6875
Kano,01/07/2015,2015,July,148
Kano,01/08/2015,2015,August,157.2857143
Kano,01/09/2015,2015,September,162.6
Kano,01/10/2015,2015,October,168.875
Kano,01/11/2015,2015,November,172.5
Kano,01/12/2015,2015,December,154.25
Kano,01/01/2016,2016,January,153.6
Kano,01/02/2016,2016,February,144.5555556
Kano,01/03/2016,2016,March,149.5
Kano,01/04/2016,2016,April,147.8888889
Kano,01/05/2016,2016,May,155.1428571
Kano,01/06/2016,2016,June,186.6666667
Kano,01/07/2016,2016,July,202.5
Kano,01/08/2016,2016,August,202.5
Kano,01/09/2016,2016,September,198.3333333
Kano,01/10/2016,2016,October,191
Kano,01/11/2016,2016,November,200.5
Kano,01/12/2016,2016,December,207.5
Kano,01/01/2017,2017,January,201.25
Kano,01/02/2017,2017,February,255
Kano,01/03/2017,2017,March,247.5
Kano,01/04/2017,2017,April,233.125
Kano,01/05/2017,2017,May,224
Kano,01/06/2017,2017,June,218
Kano,01/07/2017,2017,July,220.89
Kano,01/08/2017,2017,August,200.375
Kano,01/09/2017,2017,September,189.2222222
Kano,01/10/2017,2017,October,216.6666667
Kano,01/11/2017,2017,November,208.62
Kano,01/12/2017,2017,December,213.3333333
Kano,01/01/2018,2018,January,225
Kano,01/02/2018,2018,February,214.6875
Kano,01/03/2018,2018,March,214.1666667
Kano,01/04/2018,2018,April,199.6875
Kano,01/05/2018,2018,May,205.4545455
Kano,01/06/2018,2018,June,201.1111111
Kano,01/07/2018,2018,July,205
Kano,01/08/2018,2018,August,207.8571429
Kano,01/09/2018,2018,September,216.3333333
Kano,01/10/2018,2018,October,221.1111111
Kano,01/11/2018,2018,November,231.2111111
Kano,01/12/2018,2018,December,210
Kano,01/01/2019,2019,January,220
Kano,01/02/2019,2019,February,225.7692308
Kano,01/03/2019,2019,March,224.7058824
Kano,01/04/2019,2019,April,226.1
Kano,01/05/2019,2019,May,224.1437783
Kano,01/06/2019,2019,June,235.3846154
Kano,01/07/2019,2019,July,235.3846154
Kano,01/08/2019,2019,August,231.6376697
Kano,01/09/2019,2019,September,226.3846154
Kano,01/10/2019,2019,October,225.8820191
Kano,01/11/2019,2019,November,221.1111111
Kano,01/12/2019,2019,December,230
Kano,01/01/2020,2020,January,238.0769231
Kano,01/02/2020,2020,February,225.7692308
Kano,01/03/2020,2020,March,214.1666667
Kano,01/04/2020,2020,April,214.1666667
Kano,01/05/2020,2020,May,226.7185562
Kano,01/06/2020,2020,June,226.6666667
Kano,01/07/2020,2020,July,221.9166667
Kano,01/08/2020,2020,August,215.5
Kano,01/09/2020,2020,September,215.5
Kano,01/10/2020,2020,October,224
Kano,01/11/2020,2020,November,234.2
Kano,01/12/2020,2020,December,240.5555556
Kano,01/01/2021,2021,January,252.125
Kano,01/02/2021,2021,February,240.5555556
Kano,01/03/2021,2021,March,230
Kano,01/04/2021,2021,April,237.7272727
Kano,01/05/2021,2021,May,232.0625
Kano,01/06/2021,2021,June,243.3333333
Kano,01/07/2021,2021,July,236.6428571
Kano,01/08/2021,2021,August,236.6428571
Kano,01/09/2021,2021,September,235.1044004
Kano,01/10/2021,2021,October,236.1818182
Kano,01/11/2021,2021,November,278.5
Kano,01/12/2021,2021,December,325
Kano,01/01/2022,2022,January,224.2857143
Kano,01/02/2022,2022,February,250.0625
Kano,01/03/2022,2022,March,620
Kano,01/04/2022,2022,April,674.1666667
Kano,01/05/2022,2022,May,690
Kano,01/06/2022,2022,June,725
Kano,01/07/2022,2022,July,730
Kano,01/08/2022,2022,August,804.5454545
Kano,01/09/2022,2022,September,835
Kano,01/10/2022,2022,October,838.8888889
Kano,01/11/2022,2022,November,849.0909091
Kano,01/12/2022,2022,December,848.5
Kano,01/12/2023,2023,December,1200
Kano,01/01/2023,2023,January,940.89
Kano,01/02/2023,2023,February,1111.43
Kano,01/03/2023,2023,March,1265.71
Kano,01/04/2023,2023,April,1258.57
Katsina,01/06/2015,2015,June,130.625
Katsina,01/07/2015,2015,July,133.125
Katsina,01/08/2015,2015,August,143.125
Katsina,01/09/2015,2015,September,155
Katsina,01/10/2015,2015,October,142.1428571
Katsina,01/11/2015,2015,November,152.7777778
Katsina,01/12/2015,2015,December,143.8888889
Katsina,01/01/2016,2016,January,145.5
Katsina,01/02/2016,2016,February,143.125
Katsina,01/03/2016,2016,March,135
Katsina,01/04/2016,2016,April,150.5
Katsina,01/05/2016,2016,May,140
Katsina,01/06/2016,2016,June,194
Katsina,01/07/2016,2016,July,211.1111111
Katsina,01/08/2016,2016,August,195.2222222
Katsina,01/09/2016,2016,September,184.875
Katsina,01/10/2016,2016,October,191.5
Katsina,01/11/2016,2016,November,195.5
Katsina,01/12/2016,2016,December,202.2222222
Katsina,01/01/2017,2017,January,252.1875
Katsina,01/02/2017,2017,February,237
Katsina,01/03/2017,2017,March,236.25
Katsina,01/04/2017,2017,April,230.4166667
Katsina,01/05/2017,2017,May,226
Katsina,01/06/2017,2017,June,211.1818182
Katsina,01/07/2017,2017,July,207.2222222
Katsina,01/08/2017,2017,August,187.2222222
Katsina,01/09/2017,2017,September,178.3333333
Katsina,01/10/2017,2017,October,193.4375
Katsina,01/11/2017,2017,November,201.66
Katsina,01/12/2017,2017,December,218
Katsina,01/01/2018,2018,January,230
Katsina,01/02/2018,2018,February,219.5
Katsina,01/03/2018,2018,March,224.5
Katsina,01/04/2018,2018,April,214.5833333
Katsina,01/05/2018,2018,May,223.1818182
Katsina,01/06/2018,2018,June,221.6666667
Katsina,01/07/2018,2018,July,217
Katsina,01/08/2018,2018,August,209.4166667
Katsina,01/09/2018,2018,September,195.625
Katsina,01/10/2018,2018,October,221.6666667
Katsina,01/11/2018,2018,November,221.7666667
Katsina,01/12/2018,2018,December,233.5
Katsina,01/01/2019,2019,January,233.5
Katsina,01/02/2019,2019,February,211.5
Katsina,01/03/2019,2019,March,222
Katsina,01/04/2019,2019,April,221.65
Katsina,01/05/2019,2019,May,233.5714286
Katsina,01/06/2019,2019,June,233.5714286
Katsina,01/07/2019,2019,July,233.5714286
Katsina,01/08/2019,2019,August,233.57
Katsina,01/09/2019,2019,September,228.6363636
Katsina,01/10/2019,2019,October,233.5714286
Katsina,01/11/2019,2019,November,221.6666667
Katsina,01/12/2019,2019,December,233.5
Katsina,01/01/2020,2020,January,233.5
Katsina,01/02/2020,2020,February,211.5
